tabular-actgan-659c3ee9e6d21c30ddf4418d-data_preview
Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP001034,Male,No,0,Graduate,No,9012,689.52497034,9.0,350.0,1.0,Rural,N
LP001034,Male,No,3,Graduate,No,7433,0.0,190.0,357.0,1.0,Rural,Y
LP001005,Male,No,0,Graduate,No,81000,0.0,9.0,350.0,1.0,Urban,Y
LP001151,Male,No,0,Graduate,No,7289,598.71395542,272.0,359.0,1.0,Urban,Y
LP001100,Female,Yes,2,Graduate,No,4755,558.77847248,210.0,363.0,1.0,Rural,Y
LP001034,Male,No,0,Not Graduate,No,574,763.08024306,106.0,361.0,0.0,Urban,Y
LP001003,Male,Yes,3,Graduate,No,150,541.71072865,273.0,362.0,,Urban,Y
LP001002,Male,Yes,0,Not Graduate,No,150,1103.03499244,269.0,365.0,1.0,Semiurban,Y
LP001036,Male,No,2,Not Graduate,No,150,473.51571881,60.0,363.0,1.0,Urban,Y
LP001097,Male,Yes,1,Not Graduate,No,150,686.54614972,48.0,348.0,1.0,Urban,Y
LP001005,Female,Yes,0,Graduate,No,9106,8701.09590861,37.0,349.0,1.0,Semiurban,Y
LP001038,Male,No,1,Graduate,No,2843,0.0,9.0,354.0,1.0,Urban,Y
LP001002,Female,Yes,0,Not Graduate,No,5424,3958.56314707,174.0,361.0,1.0,Urban,Y
LP001002,Male,Yes,0,Graduate,No,150,2391.00483777,274.0,356.0,1.0,Rural,Y
LP001155,Male,Yes,0,Graduate,No,10644,0.0,273.0,480.0,1.0,Rural,N
LP001005,Male,No,0,Graduate,No,1251,832.55924018,9.0,350.0,1.0,Urban,Y
LP001207,Male,Yes,0,Not Graduate,No,150,0.0,273.0,,1.0,Rural,Y
LP001146,Male,No,0,Graduate,No,5535,640.06554141,456.0,348.0,1.0,Urban,N
LP001100,Male,Yes,3,Graduate,No,6475,688.81802692,138.0,354.0,1.0,Rural,Y
LP001146,Male,No,1,Graduate,No,12315,0.0,268.0,368.0,1.0,Rural,Y
LP001155,Male,,0,Graduate,No,6712,0.0,57.0,371.0,1.0,Rural,Y
LP001024,Male,No,3,Graduate,No,13312,0.0,9.0,366.0,1.0,Rural,Y
LP001451,Male,No,0,Graduate,No,21446,1950.41854004,259.0,350.0,,Rural,Y
LP001151,Male,Yes,3,Not Graduate,No,150,21.19140628,273.0,349.0,1.0,Urban,Y
LP001155,Male,Yes,1,Graduate,,150,0.0,180.0,349.0,0.0,Semiurban,Y
LP001146,Male,Yes,1,Graduate,No,150,3908.80230431,100.0,355.0,,Semiurban,Y
LP001068,Male,Yes,0,Graduate,No,150,0.0,480.0,359.0,0.0,Rural,Y
LP001047,Male,Yes,0,Graduate,No,4910,0.0,252.0,349.0,1.0,Urban,Y
LP001146,Male,,1,Not Graduate,No,6974,0.0,214.0,372.0,0.0,Semiurban,Y
LP001155,Male,Yes,1,Graduate,No,150,4130.61992532,27.0,349.0,1.0,Urban,Y
LP001097,Male,Yes,2,Graduate,No,6274,551.80740948,9.0,370.0,1.0,Urban,N
LP001013,Male,Yes,1,Graduate,No,2172,4512.50189458,9.0,349.0,1.0,Semiurban,Y
LP001146,Male,Yes,2,Not Graduate,No,5684,2673.79750451,348.0,352.0,1.0,Urban,N
LP001034,Male,No,0,Not Graduate,No,2389,0.0,9.0,349.0,1.0,Urban,Y
LP001002,Male,Yes,2,Graduate,No,150,0.0,262.0,359.0,1.0,Semiurban,Y
LP001100,Male,No,2,Graduate,No,5205,0.0,350.0,358.0,1.0,Rural,Y
LP001155,Female,Yes,0,Graduate,No,150,562.31589106,209.0,349.0,1.0,Rural,Y
LP001186,Male,No,0,Not Graduate,No,150,0.0,354.0,349.0,1.0,Rural,Y
LP001146,Female,No,3,Not Graduate,No,150,480.35474924,215.0,360.0,1.0,Urban,Y
LP001034,Female,Yes,1,Graduate,No,9300,0.0,49.0,,0.0,Urban,Y
LP001146,Male,No,1,Graduate,No,5420,0.0,,361.0,1.0,Semiurban,Y
LP001034,Male,No,3,Graduate,No,5083,0.0,9.0,349.0,1.0,Semiurban,Y
LP001155,Male,Yes,0,Graduate,No,5513,0.0,380.0,370.0,1.0,Rural,Y
LP001034,Male,Yes,1,Graduate,No,5289,1891.47709561,262.0,352.0,1.0,Urban,Y
LP001114,Male,No,3,Graduate,No,2434,796.2559529,243.0,360.0,,Semiurban,Y
LP001005,Male,Yes,3,Graduate,No,69915,3737.16777386,40.0,350.0,1.0,Urban,Y
LP001146,Male,No,1,Graduate,No,11667,829.07415845,271.0,360.0,,Urban,Y
LP001005,Male,Yes,1,Not Graduate,No,6164,4161.3368934,147.0,356.0,1.0,Rural,N
LP001528,Female,No,2,Graduate,No,24966,662.08759994,53.0,354.0,0.0,Urban,Y
LP001146,Male,No,0,Graduate,No,7649,0.0,261.0,370.0,1.0,Semiurban,N
LP001146,Male,Yes,2,Graduate,No,7464,1892.21628376,129.0,371.0,1.0,Urban,Y
LP001038,Male,Yes,3,Graduate,No,13844,473.85315984,260.0,370.0,1.0,Urban,Y
LP001005,Female,No,0,Graduate,No,150,2654.25965605,270.0,361.0,1.0,Rural,Y
LP001030,Male,No,1,Graduate,No,9601,2103.4703228,217.0,50.0,1.0,Urban,Y
LP001097,Male,Yes,1,Graduate,No,1999,15387.58763308,88.0,12.0,0.0,Semiurban,Y
LP001034,Male,Yes,1,Graduate,No,17678,353.87472961,51.0,341.0,1.0,Urban,Y
LP001198,Male,No,0,Graduate,No,150,546.64984285,263.0,348.0,1.0,Semiurban,Y
LP001155,Male,,3,Graduate,No,8117,3358.14377355,188.0,368.0,0.0,Urban,Y
LP001100,Male,Yes,1,Graduate,No,1380,508.94738682,349.0,355.0,0.0,Urban,Y
LP001038,Male,Yes,0,Graduate,No,1731,765.15447481,270.0,356.0,1.0,Urban,N
LP001024,Male,,0,Graduate,No,4047,0.0,412.0,480.0,1.0,Rural,Y
LP001195,Male,Yes,0,Graduate,No,5761,0.0,107.0,350.0,1.0,Urban,N
LP001560,Male,Yes,1,Graduate,No,150,0.0,288.0,231.0,,Urban,Y
LP001005,Male,Yes,3,Not Graduate,No,28313,778.39098879,32.0,372.0,1.0,Rural,Y
LP001003,Female,No,1,Graduate,No,150,3926.13738518,114.0,352.0,,Rural,Y
LP001034,Male,No,0,Not Graduate,No,12116,570.11953768,,351.0,,Urban,Y
LP002841,Female,No,1,Graduate,No,14829,0.0,231.0,371.0,0.0,Urban,Y
LP001034,Male,No,3,Graduate,No,12406,697.53005914,33.0,216.0,1.0,Semiurban,Y
LP001164,Male,No,0,Graduate,No,3504,4092.97032822,484.0,372.0,1.0,Rural,N
LP001034,Male,Yes,2,Graduate,No,14151,0.0,240.0,369.0,1.0,Rural,Y
LP001038,Female,Yes,2,Not Graduate,No,150,828.32295639,244.0,349.0,0.0,Rural,Y
LP001005,Male,No,1,Graduate,No,150,6801.3008519,256.0,,,Urban,N
LP001034,Male,No,1,Not Graduate,No,10225,0.0,131.0,369.0,1.0,Urban,N
LP001155,Male,Yes,1,Not Graduate,No,326,4326.16587458,69.0,51.0,,Urban,Y
LP001034,Male,No,0,Graduate,No,14445,0.0,109.0,370.0,1.0,Rural,Y
LP001091,Male,Yes,0,Graduate,No,14458,0.0,9.0,371.0,1.0,Rural,Y
LP001002,Female,No,1,Graduate,No,150,313.41770166,259.0,372.0,1.0,Semiurban,Y
LP001052,Male,No,2,Graduate,No,150,591.745634,224.0,348.0,1.0,Rural,Y
LP001146,Female,No,0,Graduate,No,30603,0.0,225.0,480.0,0.0,Semiurban,Y
LP001047,Male,Yes,0,Graduate,No,7642,0.0,9.0,366.0,1.0,Urban,Y
LP001034,Male,No,3,Graduate,No,13393,824.97561749,31.0,244.0,1.0,Rural,Y
LP001114,Male,No,1,Graduate,No,755,1035.89837211,23.0,353.0,1.0,Rural,Y
LP001005,Male,Yes,2,Not Graduate,No,150,0.0,9.0,348.0,1.0,Semiurban,Y
LP001207,Male,No,0,Not Graduate,No,5360,0.0,252.0,353.0,1.0,Urban,Y
LP001038,Female,Yes,1,Graduate,No,150,780.8503115,64.0,365.0,1.0,Rural,Y
LP001097,,Yes,2,Graduate,Yes,6448,0.0,208.0,364.0,,Urban,Y
LP001155,Male,Yes,1,Not Graduate,No,14703,1029.45675429,154.0,370.0,0.0,Rural,Y
LP001098,Male,Yes,2,Graduate,Yes,150,254.72056256,12.0,368.0,1.0,Rural,Y
LP001047,Male,No,0,Graduate,No,14321,832.15060696,162.0,349.0,1.0,Urban,Y
LP001508,Male,Yes,3,Not Graduate,No,14987,0.0,9.0,369.0,0.0,Rural,Y
LP001013,Male,Yes,3,Graduate,No,1371,8480.11389194,9.0,349.0,1.0,Semiurban,Y
LP001155,Male,No,1,Not Graduate,No,4141,1410.06527533,9.0,349.0,1.0,Urban,Y
LP001038,Female,Yes,1,Graduate,No,17214,836.30882827,236.0,350.0,1.0,Rural,Y
LP001146,Male,Yes,1,Graduate,No,6420,0.0,9.0,480.0,1.0,Semiurban,Y
LP001155,Female,Yes,0,Graduate,No,150,136.48705042,168.0,348.0,1.0,Urban,Y
LP001052,Female,No,0,Graduate,No,10903,0.0,12.0,363.0,1.0,Urban,N
LP001005,Male,Yes,0,Not Graduate,No,150,117.51320544,9.0,348.0,1.0,Urban,Y
LP001896,Male,No,1,Graduate,No,5442,0.0,9.0,348.0,0.0,Rural,Y
LP001195,Female,No,0,Graduate,No,7037,0.0,213.0,357.0,1.0,Semiurban,Y
LP001155,Male,,0,Graduate,No,11308,127.82348366,238.0,369.0,1.0,Rural,Y
LP001038,Male,Yes,3,Graduate,No,12617,0.0,46.0,364.0,1.0,Urban,Y
LP001155,Male,Yes,1,Graduate,No,2035,1282.07109956,208.0,353.0,1.0,Rural,N
LP001097,Male,,0,Graduate,No,150,163.36963204,700.0,370.0,1.0,Urban,Y
LP001008,Male,Yes,0,Not Graduate,No,12245,1586.70074467,146.0,366.0,1.0,Rural,Y
LP001005,Male,No,0,Graduate,No,8048,383.14228693,147.0,363.0,1.0,Urban,Y
LP001018,Male,No,1,Graduate,,2786,3858.54499295,193.0,351.0,1.0,Rural,Y
LP001097,Male,Yes,3,Graduate,No,1031,4528.26088396,206.0,356.0,1.0,Semiurban,Y
LP001036,Female,Yes,0,Not Graduate,No,196,15606.37016469,208.0,349.0,,Urban,Y
LP001109,Male,Yes,0,Graduate,No,3383,760.06463151,115.0,366.0,0.0,Urban,Y
LP001146,Male,Yes,,Graduate,No,2249,2109.80918534,352.0,363.0,1.0,Semiurban,Y
LP001516,Male,No,2,Graduate,No,7244,4583.79820685,9.0,348.0,1.0,Urban,Y
LP001036,Male,Yes,1,Graduate,No,150,218.04822094,9.0,368.0,1.0,Rural,Y
LP001052,Male,No,0,Not Graduate,No,4250,0.0,272.0,366.0,1.0,Urban,Y
LP002288,Female,Yes,1,Graduate,No,5938,460.77460693,52.0,352.0,1.0,Urban,Y
LP001034,Male,Yes,1,Graduate,No,7613,0.0,153.0,369.0,1.0,Rural,Y
LP001146,Male,Yes,2,Graduate,Yes,11865,467.49288176,142.0,371.0,1.0,Rural,Y
LP001155,Male,Yes,0,Graduate,No,16751,0.0,9.0,367.0,1.0,Semiurban,N
LP001036,Male,Yes,0,Graduate,No,11529,830.34576049,246.0,348.0,1.0,Urban,Y
LP001155,Male,Yes,1,Graduate,No,2752,0.0,179.0,368.0,1.0,Rural,Y
LP001146,Male,No,0,Graduate,No,150,2881.03260757,9.0,357.0,1.0,Urban,Y
LP001155,Male,Yes,0,Graduate,No,30425,0.0,104.0,194.0,0.0,Semiurban,Y
LP001003,Male,,2,Not Graduate,No,1796,10227.74076229,211.0,195.0,1.0,Urban,Y
LP001038,Male,No,3,Graduate,Yes,150,0.0,207.0,474.0,1.0,Rural,Y
LP001155,Male,Yes,1,Not Graduate,No,150,0.0,492.0,350.0,1.0,Rural,Y
LP001038,Female,No,0,Not Graduate,No,7404,0.0,93.0,352.0,1.0,Semiurban,Y
LP001151,Male,No,0,Graduate,No,237,4125.14692025,250.0,364.0,0.0,Urban,Y
LP001155,Male,Yes,0,Graduate,No,3888,444.55677715,308.0,369.0,0.0,Rural,Y
LP001034,Female,No,3,Graduate,No,834,0.0,269.0,357.0,1.0,Semiurban,Y
LP001038,Male,Yes,2,Not Graduate,No,14437,0.0,9.0,358.0,1.0,Rural,Y
LP001896,Male,No,1,Graduate,No,7193,750.28337226,9.0,357.0,,Rural,Y
LP001155,Male,Yes,1,Graduate,No,10708,136.10008602,228.0,363.0,1.0,Rural,Y
LP001155,Male,Yes,1,Graduate,No,150,589.76280705,470.0,360.0,1.0,Rural,Y
LP001038,Male,No,0,Graduate,No,1745,0.0,79.0,357.0,1.0,Semiurban,Y
LP001151,Male,Yes,2,Not Graduate,No,4483,3757.71882993,,355.0,1.0,Semiurban,Y
LP001186,Male,Yes,2,Graduate,No,150,1410.74427405,693.0,353.0,1.0,Semiurban,Y
LP001508,Male,Yes,3,Not Graduate,No,32116,4531.25293976,117.0,371.0,0.0,Urban,Y
LP001138,Female,Yes,1,Graduate,No,150,8063.43421512,243.0,348.0,1.0,Rural,Y
LP001146,Male,No,3,Graduate,No,150,0.0,248.0,,1.0,Rural,Y
LP001608,Male,Yes,0,Graduate,No,12460,3288.32803148,267.0,370.0,1.0,Urban,Y
LP001005,,No,1,Graduate,No,31250,4337.63470484,131.0,344.0,1.0,Urban,Y
LP001507,Male,Yes,3,Graduate,No,14946,0.0,102.0,357.0,0.0,Rural,Y
LP001036,Male,Yes,3,Not Graduate,Yes,2368,2390.44508464,303.0,368.0,1.0,Urban,Y
LP001034,Male,Yes,0,Graduate,No,150,0.0,163.0,348.0,0.0,Urban,N
LP001155,Male,Yes,0,Graduate,No,150,0.0,9.0,351.0,0.0,Rural,Y
LP001151,Male,Yes,1,Graduate,No,150,918.67736242,273.0,352.0,1.0,Rural,N
LP001002,Male,No,1,Graduate,No,6601,4506.95778722,9.0,12.0,1.0,Urban,Y
LP001146,Male,No,0,Graduate,No,7171,0.0,198.0,362.0,1.0,Rural,Y
LP001036,Male,Yes,1,Graduate,No,19475,673.77332495,9.0,349.0,1.0,Rural,Y
LP001038,Male,No,0,Graduate,No,10191,591.72581967,17.0,350.0,1.0,Semiurban,Y
LP001038,Male,No,0,Graduate,No,150,158.30006019,214.0,351.0,1.0,Semiurban,Y
LP001146,Male,Yes,2,Graduate,No,12348,0.0,79.0,349.0,1.0,Urban,N
LP001038,Female,Yes,0,Graduate,No,30234,4499.77224612,9.0,350.0,1.0,Urban,Y
LP001146,Female,Yes,2,Graduate,No,7531,3104.8555158,262.0,371.0,1.0,Rural,Y
LP001151,Male,No,3,Not Graduate,No,150,79.85718566,14.0,352.0,1.0,Urban,Y
LP001155,Male,Yes,3,Graduate,Yes,150,0.0,245.0,348.0,1.0,Rural,N
LP001155,Male,Yes,2,Graduate,No,150,3228.60538394,101.0,322.0,1.0,Urban,Y
LP001008,Male,Yes,0,Graduate,No,150,0.0,92.0,348.0,1.0,Urban,Y
LP001144,Male,Yes,1,Graduate,No,10225,4432.71499216,218.0,349.0,1.0,Rural,Y
LP001013,Male,,0,Graduate,No,3117,907.50331041,152.0,363.0,1.0,Semiurban,Y
LP001392,Male,Yes,1,Graduate,Yes,150,378.486019,101.0,357.0,1.0,Semiurban,Y
LP001005,Male,No,2,Graduate,No,7615,0.0,80.0,355.0,1.0,Rural,Y
LP001186,Female,Yes,0,Graduate,No,7712,3247.25835196,336.0,348.0,1.0,Rural,Y
LP001034,Male,Yes,3,Graduate,No,3230,559.48810428,93.0,364.0,1.0,Rural,Y
LP001034,Male,Yes,1,Not Graduate,No,3102,321.29130893,9.0,352.0,1.0,Rural,Y
LP001508,Male,Yes,0,Not Graduate,No,8639,591.68833176,9.0,354.0,,Urban,N
LP001068,Male,No,1,Graduate,No,720,0.0,9.0,367.0,1.0,Urban,Y
LP001519,Male,Yes,1,Not Graduate,Yes,11553,0.0,9.0,91.0,1.0,Semiurban,Y
LP001097,Male,No,1,Graduate,No,150,0.0,45.0,349.0,1.0,Urban,N
LP001066,Male,Yes,1,Graduate,No,4941,0.0,231.0,354.0,1.0,Rural,Y
LP001186,Male,Yes,0,Graduate,No,23975,0.0,304.0,348.0,1.0,Rural,Y
LP001146,Male,Yes,,Not Graduate,No,6631,556.63364596,147.0,90.0,1.0,Rural,Y
LP001155,Male,No,0,Graduate,No,6310,0.0,271.0,352.0,1.0,Rural,Y
LP001002,Male,Yes,2,Not Graduate,No,150,222.82741986,268.0,348.0,1.0,Urban,Y
LP001155,Male,No,3,Not Graduate,No,11218,0.0,9.0,369.0,0.0,Urban,Y
LP001047,Male,Yes,3,Graduate,No,150,0.0,25.0,350.0,1.0,Rural,Y
LP001100,Female,No,0,Not Graduate,No,150,809.53449114,9.0,348.0,1.0,Rural,Y
LP001100,Male,No,0,Not Graduate,No,1212,10730.69036115,300.0,370.0,1.0,Semiurban,Y
LP001034,Male,No,1,Graduate,No,81000,0.0,9.0,368.0,,Urban,Y
LP001034,Male,Yes,2,Graduate,No,1443,0.0,30.0,360.0,1.0,Semiurban,Y
LP001151,Male,Yes,0,Graduate,No,4932,0.0,246.0,366.0,1.0,Urban,Y
LP001038,Male,Yes,2,Graduate,No,6212,4304.22988315,291.0,369.0,1.0,Urban,Y
LP001002,Female,Yes,2,Graduate,No,1221,201.79715867,,353.0,1.0,Urban,Y
LP001066,Male,No,2,Graduate,No,150,92.53730447,56.0,350.0,1.0,Urban,Y
LP001100,Male,No,2,Not Graduate,No,3897,606.84694123,9.0,357.0,1.0,Urban,Y
LP001508,Male,Yes,2,Graduate,No,14704,757.25443184,323.0,366.0,1.0,Urban,Y
LP001186,Male,No,0,Graduate,No,2086,0.0,188.0,365.0,1.0,Semiurban,Y
LP001151,Male,Yes,3,Graduate,No,150,4457.3149805,250.0,374.0,1.0,Urban,Y
LP001528,Male,No,0,Not Graduate,No,5685,0.0,150.0,351.0,1.0,Semiurban,Y
LP001155,Male,Yes,1,Graduate,Yes,150,40.99435868,243.0,225.0,0.0,Semiurban,N
LP001002,Female,Yes,1,Graduate,No,150,2102.08217147,9.0,350.0,1.0,Urban,Y
LP001002,Male,No,,Graduate,No,81000,0.0,269.0,370.0,1.0,Semiurban,Y
LP001097,Male,No,0,Graduate,No,150,15.90684521,209.0,480.0,1.0,Semiurban,N
LP001043,Male,No,0,Graduate,No,280,831.53775671,263.0,352.0,1.0,Semiurban,Y
LP001038,Male,Yes,0,Not Graduate,No,3875,480.83691452,232.0,369.0,0.0,Rural,Y
LP001146,Male,No,2,Graduate,No,2258,346.63764524,264.0,351.0,1.0,Semiurban,Y
LP001038,Female,Yes,0,Graduate,No,150,0.0,238.0,352.0,1.0,Urban,Y
LP001144,Female,No,1,Not Graduate,No,11450,8512.97426474,207.0,463.0,1.0,Rural,Y
LP001013,Male,Yes,0,Graduate,No,22941,8382.92576627,10.0,348.0,1.0,Urban,Y
LP001052,Male,Yes,0,Graduate,No,2625,0.0,9.0,350.0,1.0,Urban,Y
LP001155,Male,No,0,Graduate,No,4503,4496.18485502,110.0,366.0,1.0,Rural,N
LP001146,Male,No,1,Not Graduate,No,150,4358.74662698,358.0,12.0,0.0,Urban,Y
LP001100,Male,No,0,Graduate,No,150,4515.78663317,233.0,370.0,1.0,Rural,Y
LP001034,Male,Yes,1,Not Graduate,No,4702,0.0,218.0,356.0,1.0,Rural,Y
LP001005,Male,Yes,0,Graduate,No,12863,0.0,9.0,349.0,1.0,Urban,Y
LP001198,Female,No,1,Graduate,No,150,0.0,263.0,365.0,1.0,Semiurban,Y
LP001038,Male,Yes,1,Graduate,No,949,0.0,263.0,370.0,0.0,Semiurban,Y
LP001516,Male,No,0,Graduate,No,14873,1652.14061649,296.0,355.0,,Urban,N
LP001034,Male,No,1,Graduate,No,6867,617.6517925,72.0,361.0,1.0,Rural,Y
LP001519,Male,No,0,Graduate,No,14696,0.0,79.0,255.0,0.0,Semiurban,Y
LP001034,Male,No,1,Not Graduate,No,31675,3347.47125774,9.0,350.0,1.0,Rural,Y
LP001003,Male,No,1,Graduate,Yes,14435,4400.01027853,85.0,349.0,1.0,Urban,Y
LP001086,Male,Yes,0,Graduate,No,19995,12443.73836076,40.0,117.0,1.0,Urban,Y
LP001508,Male,Yes,1,Graduate,No,32004,8455.66386892,248.0,191.0,1.0,Semiurban,N
LP001508,Female,No,1,Not Graduate,Yes,6252,0.0,180.0,12.0,0.0,Semiurban,Y
LP001038,Male,Yes,3,Graduate,No,150,8063.97124687,253.0,348.0,0.0,Urban,Y
LP001034,Male,Yes,1,Graduate,Yes,21282,0.0,80.0,,1.0,Rural,Y
LP001205,Male,Yes,,Graduate,No,10812,2694.39837897,700.0,369.0,1.0,Rural,Y
LP001034,Male,No,2,Graduate,No,150,3362.01058417,273.0,353.0,,Urban,Y
LP001186,Male,Yes,3,Graduate,No,14204,13316.63801046,9.0,,1.0,Urban,Y
LP001043,Male,No,1,Graduate,No,150,0.0,507.0,356.0,1.0,Semiurban,Y
LP001155,Male,Yes,0,Not Graduate,No,9299,0.0,34.0,349.0,1.0,Rural,Y
LP001508,Male,No,1,Not Graduate,No,7654,423.80507525,9.0,358.0,,Semiurban,N
LP001100,Male,Yes,2,Not Graduate,No,4894,1791.57508804,56.0,349.0,1.0,Urban,Y
LP001155,Female,Yes,1,Graduate,No,1322,0.0,242.0,219.0,1.0,Urban,N
LP001005,Male,Yes,1,Graduate,No,1024,408.30892519,9.0,349.0,1.0,Urban,Y
LP001580,Male,Yes,1,Graduate,,150,0.0,221.0,366.0,1.0,Semiurban,Y
LP001146,Male,Yes,1,Not Graduate,No,14823,0.0,252.0,354.0,0.0,Urban,Y
LP001155,Male,Yes,1,Not Graduate,No,841,337.88314663,231.0,358.0,1.0,Urban,Y
LP001038,Male,Yes,1,Not Graduate,No,2989,3508.04174201,63.0,348.0,,Rural,N
LP001091,Male,No,1,Graduate,No,6479,0.0,9.0,371.0,1.0,Rural,Y
LP001100,Male,Yes,3,Graduate,No,150,0.0,9.0,348.0,,Rural,Y
LP001036,Male,No,0,Graduate,No,4760,0.0,193.0,480.0,1.0,Semiurban,Y
LP001144,Male,Yes,0,Not Graduate,No,13699,727.68039961,186.0,357.0,0.0,Rural,N
LP001195,Male,Yes,2,Not Graduate,No,27784,0.0,189.0,362.0,1.0,Rural,Y
LP001144,Female,Yes,2,Not Graduate,No,150,3749.46363599,140.0,369.0,1.0,Urban,N
LP001198,Male,Yes,0,Graduate,No,8945,0.0,273.0,349.0,1.0,Urban,Y
LP001002,Male,Yes,0,Not Graduate,No,150,1019.92468176,159.0,349.0,0.0,Semiurban,Y
LP001155,Male,No,0,Not Graduate,No,656,1138.19136936,,368.0,1.0,Urban,Y
LP001005,Male,No,3,Graduate,No,7488,0.0,124.0,354.0,1.0,Urban,Y
LP001151,Male,Yes,1,Not Graduate,No,6021,624.77846161,9.0,348.0,1.0,Urban,Y
LP001146,Male,Yes,1,Not Graduate,No,150,1446.28963018,264.0,353.0,0.0,Urban,Y
LP001186,Male,Yes,0,Not Graduate,Yes,14902,0.0,9.0,,0.0,Rural,Y
LP001146,Male,Yes,0,Graduate,Yes,1991,0.0,94.0,,1.0,Urban,Y
LP001634,Male,Yes,2,Graduate,No,5092,61.716504,,351.0,1.0,Urban,Y
LP001186,Male,No,3,Graduate,No,2310,0.0,231.0,182.0,0.0,Rural,N
LP001052,Female,No,1,Graduate,No,6718,0.0,9.0,371.0,1.0,Urban,Y
LP001038,Male,Yes,0,Graduate,No,11167,837.87167108,12.0,351.0,1.0,Semiurban,Y
LP001514,Male,Yes,1,Graduate,No,15620,14792.33390281,75.0,351.0,1.0,Semiurban,Y
LP001038,Male,No,0,Not Graduate,No,3364,1069.17104644,255.0,411.0,0.0,Semiurban,Y
LP001038,Male,Yes,0,Graduate,No,150,0.0,159.0,355.0,1.0,Urban,Y
LP001146,Male,Yes,0,Graduate,No,150,176.08072372,272.0,350.0,1.0,Urban,Y
LP001155,Male,Yes,3,Graduate,No,150,0.0,10.0,372.0,1.0,Rural,Y
LP001005,Male,No,1,Not Graduate,No,55355,4523.55985963,243.0,226.0,,Urban,Y
LP001038,Female,Yes,0,Graduate,No,4486,0.0,72.0,349.0,1.0,Urban,Y
LP001038,Male,No,2,Graduate,No,4197,7902.86598593,226.0,348.0,,Urban,Y
LP001034,Male,Yes,3,Graduate,No,11190,0.0,227.0,369.0,1.0,Rural,Y
LP001100,Male,Yes,2,Graduate,No,150,354.96260104,9.0,348.0,1.0,Rural,Y
LP001507,Male,Yes,1,Graduate,No,5846,0.0,230.0,360.0,1.0,Semiurban,Y
LP001047,Male,No,2,Graduate,Yes,150,0.0,246.0,349.0,1.0,Urban,N
LP001038,Male,Yes,1,Graduate,No,8187,0.0,9.0,349.0,0.0,Rural,Y
LP001005,Male,No,1,Graduate,No,150,0.0,272.0,351.0,1.0,Semiurban,Y
LP001034,Male,Yes,0,Graduate,No,10952,5985.76559124,72.0,351.0,1.0,Rural,Y
LP001616,Male,,1,Graduate,No,5438,368.03309889,32.0,229.0,1.0,Urban,Y
LP001034,Male,Yes,0,Graduate,No,2178,0.0,9.0,353.0,1.0,Urban,N
LP001038,Male,No,1,Graduate,No,22618,4137.42906088,272.0,350.0,1.0,Urban,Y
LP001146,Male,No,3,Not Graduate,No,6433,791.65230745,77.0,364.0,1.0,Urban,Y
LP001068,Female,No,0,Graduate,No,150,1327.55142085,190.0,348.0,1.0,Urban,Y
LP001155,Male,Yes,0,Graduate,No,150,0.0,269.0,349.0,,Rural,Y
LP001038,Male,No,1,Not Graduate,No,479,15456.41893782,154.0,351.0,1.0,Urban,N
LP001002,Male,No,2,Graduate,No,5649,745.81982109,137.0,363.0,0.0,Rural,Y
LP001038,Female,Yes,1,Not Graduate,No,3719,648.53220871,34.0,370.0,1.0,Rural,Y
LP001024,Female,Yes,0,Not Graduate,No,3556,4423.03728468,191.0,349.0,1.0,Rural,Y
LP001516,Male,No,0,Not Graduate,No,14543,7712.08193688,9.0,348.0,1.0,Urban,Y
LP001036,Male,No,3,Graduate,No,150,805.14297851,262.0,350.0,1.0,Rural,Y
LP001066,,Yes,1,Not Graduate,No,9080,0.0,9.0,351.0,1.0,Urban,Y
LP001155,Male,Yes,0,Graduate,No,2273,0.0,132.0,275.0,1.0,Urban,N
LP001038,Male,No,1,Graduate,No,150,0.0,174.0,354.0,1.0,Semiurban,Y
LP001038,Male,No,1,Graduate,Yes,4469,809.04152256,269.0,351.0,0.0,Urban,N
LP001068,Male,No,2,Not Graduate,Yes,29614,0.0,9.0,83.0,,Rural,Y
LP001038,Male,Yes,1,Graduate,No,273,6170.42485768,9.0,349.0,1.0,Urban,Y
LP001633,Female,Yes,1,Graduate,,5768,537.84597727,,349.0,1.0,Urban,Y
LP001097,Female,Yes,,Graduate,Yes,150,1537.25011683,226.0,351.0,1.0,Urban,N
LP001100,Male,No,0,Graduate,No,8872,3739.17968795,9.0,351.0,1.0,Rural,Y
LP001508,Male,No,0,Graduate,No,11279,1410.73285108,571.0,358.0,1.0,Semiurban,Y
LP001032,Male,Yes,0,Graduate,No,7442,321.50670264,89.0,370.0,,Semiurban,Y
LP001146,Female,Yes,1,Graduate,No,7165,0.0,,355.0,1.0,Semiurban,Y
LP001508,Male,No,2,Graduate,No,11054,0.0,61.0,228.0,0.0,Urban,N
LP001114,Male,Yes,2,Graduate,No,150,3299.62690231,105.0,349.0,1.0,Urban,N
LP001155,Male,Yes,0,Graduate,Yes,10813,0.0,,300.0,1.0,Rural,N
LP001155,Female,Yes,0,Not Graduate,No,28303,0.0,235.0,370.0,1.0,Rural,Y
